"date","Temperature","Humidity","Light","CO2","HumidityRatio","Occupancy"
"2015-02-07 14:51:59",22.15,17.79,87,438.5,0.002928361063692,0
"2015-02-07 14:53:00",22.1,17.79,87,445.333333333333,0.00291941028159241,0
"2015-02-07 14:54:00",22.1333333333333,17.79,87,443.666666666667,0.00292537479224092,0
"2015-02-07 14:55:00",22.125,17.815,70,438.75,0.00292801088828591,0
"2015-02-07 14:55:59",22.1,17.8233333333333,89.3333333333333,441,0.00292490613802693,0
"2015-02-07 14:57:00",22.1,17.865,91.75,438,0.00293177609450907,0
"2015-02-07 14:57:59",22.1,17.89,81,437,0.00293589814090107,0
"2015-02-07 14:58:59",22.1,17.89,81,446.25,0.00293589814090107,0
"2015-02-07 15:00:00",22.1,17.945,76.5,445.25,0.00294496683437676,0
"2015-02-07 15:01:00",22.05,17.945,63,443.5,0.00293596160645754,0
"2015-02-07 15:02:00",22.0666666666667,17.9633333333333,82.3333333333333,441.666666666667,0.00294197741685179,0
"2015-02-07 15:03:00",22.025,17.9175,77.5,445.5,0.00292695458173188,0
"2015-02-07 15:04:00",22,17.9725,77.5,446.5,0.00293148722400857,0
"2015-02-07 15:04:59",22,18,78.5,445.25,0.00293599391064927,0
"2015-02-07 15:06:00",22,18,74,446,0.00293599391064927,0
"2015-02-07 15:07:00",21.9633333333333,18,74,443,0.00292940287560619,0
"2015-02-07 15:08:00",21.9725,18.05,74,440.5,0.00293922969090823,0
"2015-02-07 15:08:59",21.9725,18.025,69.75,441,0.00293513952533345,0
"2015-02-07 15:10:00",21.89,18.1,57,439.333333333333,0.00293253765841459,0
"2015-02-07 15:10:59",21.89,18.1,69.75,437,0.00293253765841459,0
"2015-02-07 15:11:59",21.89,18.1,68,438,0.00293253765841459,0
"2015-02-07 15:13:00",21.89,18.1,68,446,0.00293253765841459,0
"2015-02-07 15:14:00",21.89,18.1,64.4,442,0.00293253765841459,0
"2015-02-07 15:15:00",21.8566666666667,18.1666666666667,62,442,0.00293737738802671,0
"2015-02-07 15:16:00",21.865,18.175,68,437.5,0.00294023401366207,0
"2015-02-07 15:16:59",21.865,18.2,68,441,0.00294429749632691,0
"2015-02-07 15:17:59",21.8233333333333,18.23,50,441.333333333333,0.00294164337153825,0
"2015-02-07 15:19:00",21.84,18.245,57.25,440.5,0.00294708788761225,0
"2015-02-07 15:20:00",21.79,18.2,64.5,442.5,0.00293077750158866,0
"2015-02-07 15:21:00",21.79,18.2,64.5,436.5,0.00293077750158866,0
"2015-02-07 15:22:00",21.79,18.29,52,442,0.00294533898497527,0
"2015-02-07 15:23:00",21.745,18.29,54.5,440,0.00293721286146087,0
"2015-02-07 15:23:59",21.745,18.315,62,438.5,0.00294124662586406,0
"2015-02-07 15:24:59",21.745,18.34,62,442,0.00294528044234083,0
"2015-02-07 15:26:00",21.7,18.39,44,442,0.00294519709219547,0
"2015-02-07 15:27:00",21.7,18.39,51,441.5,0.00294519709219547,0
"2015-02-07 15:28:00",21.7,18.39,62.6666666666667,442,0.00294519709219547,0
"2015-02-07 15:29:00",21.7,18.39,58,441.75,0.00294519709219547,0
"2015-02-07 15:29:59",21.6666666666667,18.4266666666667,44,440.666666666667,0.00294505995319839,0
"2015-02-07 15:30:59",21.7,18.4725,44,442.5,0.00295847248431251,0
"2015-02-07 15:32:00",21.65,18.445,44,443,0.00294498641014222,0
"2015-02-07 15:33:00",21.6,18.5,51,442.5,0.00294474595872457,0
"2015-02-07 15:34:00",21.6,18.5,53.75,446.5,0.00294474595872457,0
"2015-02-07 15:35:00",21.6,18.5,45.3333333333333,442,0.00294474595872457,0
"2015-02-07 15:36:00",21.6,18.525,47.75,442.5,0.00294874421041685,0
"2015-02-07 15:36:59",21.6,18.575,55,440.5,0.00295674086728271,0
"2015-02-07 15:38:00",21.5666666666667,18.6,55,440,0.00295467755695997,0
"2015-02-07 15:39:00",21.55,18.65,50.5,439.25,0.00295962309490279,0
"2015-02-07 15:40:00",21.5,18.6,37,442,0.00294258686944843,0
"2015-02-07 15:40:59",21.5,18.7,37,442,0.00295848247696224,0
"2015-02-07 15:42:00",21.5,18.7,37,438.75,0.00295848247696224,0
"2015-02-07 15:42:59",21.5,18.7,37,439,0.00295848247696224,0
"2015-02-07 15:43:59",21.5,18.7675,37,440.75,0.00296921246916454,0
"2015-02-07 15:45:00",21.5,18.79,37,440,0.00297278921511004,0
"2015-02-07 15:46:00",21.5,18.79,37,439.5,0.00297278921511004,0
"2015-02-07 15:47:00",21.445,18.815,37,440,0.0029667053761862,0
"2015-02-07 15:48:00",21.39,18.79,37,439,0.00295272997149686,0
"2015-02-07 15:49:00",21.39,18.815,43.75,439,0.00295667723836028,0
"2015-02-07 15:49:59",21.39,18.89,33.5,436.75,0.00296851933813242,0
"2015-02-07 15:51:00",21.39,18.89,38.3333333333333,440.333333333333,0.00296851933813242,0
"2015-02-07 15:52:00",21.365,18.89,33.5,440.75,0.00296395265745206,0
"2015-02-07 15:53:00",21.365,18.89,33.5,443.25,0.00296395265745206,0
"2015-02-07 15:53:59",21.29,18.89,48,444,0.00295028967942359,0
"2015-02-07 15:55:00",21.29,18.945,33.5,435.75,0.00295892058724676,0
"2015-02-07 15:55:59",21.29,19,40.75,436.5,0.0029675517334684,0
"2015-02-07 15:56:59",21.3233333333333,19.0333333333333,48,440.333333333333,0.00297889488999471,0
"2015-02-07 15:58:00",21.29,19.1,48,439,0.00298324533740384,0
"2015-02-07 15:59:00",21.29,19.1,48,438,0.00298324533740384,0
"2015-02-07 16:00:00",21.29,19.1,42.3333333333333,437.666666666667,0.00298324533740384,0
"2015-02-07 16:01:00",21.272,19.16,39.5,439.75,0.00298934382002562,0
"2015-02-07 16:01:59",21.26,19.1666666666667,40.75,437.75,0.00298817793786851,0
"2015-02-07 16:02:59",21.2225,19.2,32.25,439.75,0.00298648750587502,0
"2015-02-07 16:04:00",21.2,19.2,36.5,437.5,0.002982346887216,0
"2015-02-07 16:05:00",21.2,19.2,31,435.666666666667,0.002982346887216,0
"2015-02-07 16:06:00",21.2,19.2675,37,435.75,0.00299288215034748,0
"2015-02-07 16:07:00",21.2,19.29,19,443,0.00299639398365479,0
"2015-02-07 16:08:00",21.2,19.29,31,440.25,0.00299639398365479,0
"2015-02-07 16:08:59",21.15,19.34,31,439.5,0.00299494729809699,0
"2015-02-07 16:09:59",21.2,19.39,22,433.5,0.00301200260918866,0
"2015-02-07 16:11:00",21.1,19.39,19.75,433.5,0.0029934776556324,0
"2015-02-07 16:12:00",21.1,19.445,26.5,439.5,0.00300200967691895,0
"2015-02-07 16:13:00",21.125,19.5,19,439,0.00301519021799044,0
"2015-02-07 16:14:00",21.1,19.5,24,435,0.00301054193115634,0
"2015-02-07 16:14:59",21.1,19.55,24,437,0.00301829872807308,0
"2015-02-07 16:15:59",21.075,19.575,24,436,0.00301751719237901,0
"2015-02-07 16:17:00",21.0333333333333,19.5,24,438,0.00299817731685058,0
"2015-02-07 16:18:00",21.075,19.575,24,441.25,0.00301751719237901,0
"2015-02-07 16:19:00",21.0333333333333,19.6,24,440.333333333333,0.00301362707923355,0
"2015-02-07 16:20:00",21,19.6,24,438,0.00300742962468002,0
"2015-02-07 16:21:00",21,19.675,24,436,0.00301899350254098,0
"2015-02-07 16:21:59",21,19.66,24,440.25,0.00301668069273616,0
"2015-02-07 16:23:00",21,19.79,24,444,0.00303672561304647,0
"2015-02-07 16:24:00",21,19.79,12,444,0.00303672561304647,0
"2015-02-07 16:25:00",20.945,19.79,6,437.2,0.00302642448004896,0
"2015-02-07 16:25:59",20.89,19.79,6,439.5,0.00301615411603875,0
"2015-02-07 16:27:00",20.9175,19.84,6,433.5,0.00302895599304688,0
"2015-02-07 16:27:59",20.89,19.84,6,439.25,0.00302381156158785,0
"2015-02-07 16:28:59",20.89,19.865,6,443.75,0.00302764035472478,0
"2015-02-07 16:30:00",20.8566666666667,19.8233333333333,6,446,0.00301503897674977,0
"2015-02-07 16:31:00",20.89,19.945,11.5,437,0.00303989280799839,0
"2015-02-07 16:32:00",20.865,19.945,13.5,435.75,0.00303519777046834,0
"2015-02-07 16:33:00",20.89,20,10,438,0.00304831664828052,0
"2015-02-07 16:34:00",20.8566666666667,20,9.33333333333333,441.333333333333,0.00304204058962159,0
"2015-02-07 16:34:59",20.8566666666667,20,9.33333333333333,444.333333333333,0.00304204058962159,0
"2015-02-07 16:36:00",20.815,19.9725,7,438.5,0.00303001914873219,0
"2015-02-07 16:37:00",20.815,20,7,438.75,0.00303421151329867,0
"2015-02-07 16:38:00",20.79,20,7,441.5,0.0030295225859519,0
"2015-02-07 16:38:59",20.79,20,10.5,438.75,0.0030295225859519,0
"2015-02-07 16:40:00",20.79,20,14,437.333333333333,0.0030295225859519,0
"2015-02-07 16:40:59",20.79,20,14,438.75,0.0030295225859519,0
"2015-02-07 16:41:59",20.79,20.075,10.5,440,0.00304093883780894,0
"2015-02-07 16:43:00",20.79,20.15,14,440.5,0.00305235550671248,0
"2015-02-07 16:44:00",20.79,20.15,14,441,0.00305235550671248,0
"2015-02-07 16:45:00",20.79,20.2,14,439.333333333333,0.00305996685101862,0
"2015-02-07 16:46:00",20.7225,20.245,14,436.75,0.00305403274259712,0
"2015-02-07 16:46:59",20.7225,20.29,14,435.75,0.00306085456388902,0
"2015-02-07 16:47:59",20.7225,20.245,14,436.75,0.00305403274259712,0
"2015-02-07 16:49:00",20.7,20.365,14,437.5,0.0030679480970216,0
"2015-02-07 16:50:00",20.7,20.39,14,440.75,0.00307173289826042,0
"2015-02-07 16:51:00",20.7,20.39,14,441,0.00307173289826042,0
"2015-02-07 16:52:00",20.7,20.5,14,433.75,0.00308838656823511,0
"2015-02-07 16:53:00",20.7,20.5,14,438,0.00308838656823511,0
"2015-02-07 16:53:59",20.7,20.525,14,442.75,0.00309217161698958,0
"2015-02-07 16:54:59",20.6666666666667,20.4966666666667,14,441,0.00308151467156501,0
"2015-02-07 16:56:00",20.7,20.575,14,436.5,0.00309974185201605,0
"2015-02-07 16:57:00",20.7,20.6,14,435,0.00310352703828971,0
"2015-02-07 16:58:00",20.7,20.6,4.66666666666667,441,0.00310352703828971,0
"2015-02-07 16:59:00",20.7,20.6,0,443,0.00310352703828971,0
"2015-02-07 16:59:59",20.7,20.65,0,439,0.00311109754836204,0
"2015-02-07 17:00:59",20.6333333333333,20.6333333333333,0,438,0.00309576545382003,0
"2015-02-07 17:02:00",20.7,20.7,0,436.5,0.00311866824180661,0
"2015-02-07 17:03:00",20.6,20.6333333333333,0,437.666666666667,0.00308937861195374,0
"2015-02-07 17:04:00",20.6,20.7,0,438,0.00309941018839007,0
"2015-02-07 17:05:00",20.7,20.7,0,443,0.00311866824180661,0
"2015-02-07 17:06:00",20.6,20.7,0,439,0.00309941018839007,0
"2015-02-07 17:06:59",20.6,20.7,0,439,0.00309941018839007,0
"2015-02-07 17:08:00",20.6,20.7,0,440,0.00309941018839007,0
"2015-02-07 17:09:00",20.6,20.745,0,439.5,0.00310618168450477,0
"2015-02-07 17:10:00",20.6,20.79,0,431.666666666667,0.00311295332732784,0
"2015-02-07 17:10:59",20.6,20.79,0,434.5,0.00311295332732784,0
"2015-02-07 17:12:00",20.6,20.89,0,437,0.00312800194776641,0
"2015-02-07 17:12:59",20.6,20.89,0,441.5,0.00312800194776641,0
"2015-02-07 17:13:59",20.55,20.89,0,431,0.00311832334195416,0
"2015-02-07 17:15:00",20.6,20.89,0,437,0.00312800194776641,0
"2015-02-07 17:16:00",20.6,20.9633333333333,0,433.666666666667,0.0031390380632509,0
"2015-02-07 17:17:00",20.6,21.0333333333333,0,439.666666666667,0.00314957290062984,0
"2015-02-07 17:18:00",20.6,21.05,0,439.5,0.00315208124757807,0
"2015-02-07 17:19:00",20.5,21,0,440,0.00312512262022728,0
"2015-02-07 17:19:59",20.5,21,0,436,0.00312512262022728,0
"2015-02-07 17:21:00",20.6,21,0,435,0.00314455626711953,0
"2015-02-07 17:22:00",20.5,21.15,0,440,0.00314755788405506,0
"2015-02-07 17:23:00",20.5,21.1,0,438,0.00314007928385138,0
"2015-02-07 17:23:59",20.5,21.1,0,435,0.00314007928385138,0
"2015-02-07 17:25:00",20.55,21.1,0,435,0.00314982952071157,0
"2015-02-07 17:25:59",20.5,21.1,0,434,0.00314007928385138,0
"2015-02-07 17:26:59",20.5,21.2,0,436,0.00315503666319505,0
"2015-02-07 17:28:00",20.5,21.245,0,439.5,0.00316176771741689,0
"2015-02-07 17:29:00",20.5,21.26,0,441.333333333333,0.00316401143436801,0
"2015-02-07 17:30:00",20.5,21.245,0,442,0.00316176771741689,0
"2015-02-07 17:31:00",20.5,21.29,0,435.5,0.00316849891658704,0
"2015-02-07 17:31:59",20.5,21.29,0,436.5,0.00316849891658704,0
"2015-02-07 17:32:59",20.5,21.29,0,441.666666666667,0.00316849891658704,0
"2015-02-07 17:34:00",20.5,21.29,0,442,0.00316849891658704,0
"2015-02-07 17:35:00",20.5,21.39,0,440,0.00318345765593941,0
"2015-02-07 17:36:00",20.5,21.39,0,437.25,0.00318345765593941,0
"2015-02-07 17:37:00",20.5,21.39,0,437,0.00318345765593941,0
"2015-02-07 17:38:00",20.5,21.445,0,435.5,0.00319168526771891,0
"2015-02-07 17:38:59",20.5,21.39,0,433.5,0.00318345765593941,0
"2015-02-07 17:39:59",20.5,21.39,0,436,0.00318345765593941,0
"2015-02-07 17:41:00",20.5,21.39,0,439,0.00318345765593941,0
"2015-02-07 17:42:00",20.5,21.495,0,438.5,0.00319916510271387,0
"2015-02-07 17:43:00",20.5,21.55,0,435.5,0.0032073931279312,0
"2015-02-07 17:44:00",20.4633333333333,21.5666666666667,0,438.666666666667,0.00320259384792963,0
"2015-02-07 17:44:59",20.4725,21.625,0,442.5,0.00321312769351576,0
"2015-02-07 17:45:59",20.5,21.6,0,437.5,0.0032148733387929,0
"2015-02-07 17:47:00",20.5,21.6,0,435,0.0032148733387929,0
"2015-02-07 17:48:00",20.39,21.6,0,434,0.00319300501924389,0
"2015-02-07 17:49:00",20.39,21.6,0,438,0.00319300501924389,0
"2015-02-07 17:50:00",20.39,21.6333333333333,0,431,0.00319795783031077,0
"2015-02-07 17:51:00",20.39,21.7,0,430,0.00320786368786681,0
"2015-02-07 17:51:59",20.39,21.76,0,436.666666666667,0.00321677922805883,0
"2015-02-07 17:53:00",20.39,21.76,0,439.333333333333,0.00321677922805883,0
"2015-02-07 17:54:00",20.5,21.89,0,437,0.00325826209175758,0
"2015-02-07 17:55:00",20.39,21.79,0,443.5,0.00322123709350804,0
"2015-02-07 17:55:59",20.39,21.89,0,435,0.00323609710413411,0
"2015-02-07 17:57:00",20.39,21.89,0,434,0.00323609710413411,0
"2015-02-07 17:57:59",20.39,21.89,0,437.666666666667,0.00323609710413411,0
"2015-02-07 17:58:59",20.39,22,0,441.5,0.00325244393170573,0
"2015-02-07 18:00:00",20.39,22,0,433,0.00325244393170573,0
"2015-02-07 18:01:00",20.39,22,0,433.333333333333,0.00325244393170573,0
"2015-02-07 18:02:00",20.39,22,0,433,0.00325244393170573,0
"2015-02-07 18:03:00",20.39,22,0,432,0.00325244393170573,0
"2015-02-07 18:04:00",20.39,22.1,0,439,0.00326730542580999,0
"2015-02-07 18:04:59",20.39,22.05,0,441,0.00325987459044898,0
"2015-02-07 18:06:00",20.39,22.1,0,442.5,0.00326730542580999,0
"2015-02-07 18:07:00",20.39,22.1,0,444.5,0.00326730542580999,0
"2015-02-07 18:08:00",20.39,22.1,0,440,0.00326730542580999,0
"2015-02-07 18:08:59",20.39,22.2,0,433,0.0032821676264105,0
"2015-02-07 18:10:00",20.39,22.2,0,436,0.0032821676264105,0
"2015-02-07 18:10:59",20.39,22.2,0,441,0.0032821676264105,0
"2015-02-07 18:11:59",20.39,22.245,0,433,0.00328885584718856,0
"2015-02-07 18:13:00",20.3566666666667,22.29,0,434.333333333333,0.00328873027470996,0
"2015-02-07 18:14:00",20.34,22.29,0,434,0.00328532796340797,0
"2015-02-07 18:15:00",20.34,22.34,0,437,0.00329273648694994,0
"2015-02-07 18:16:00",20.29,22.34,0,438.5,0.00328252505565792,0
"2015-02-07 18:16:59",20.29,22.29,0,439,0.00327513962776155,0
"2015-02-07 18:17:59",20.39,22.39,0,432,0.00331040775412912,0
"2015-02-07 18:19:00",20.34,22.445,0,442,0.0033082949578363,0
"2015-02-07 18:20:00",20.29,22.5,0,439.333333333333,0.00330615959738039,0
"2015-02-07 18:21:00",20.29,22.5,0,432,0.00330615959738039,0
"2015-02-07 18:22:00",20.29,22.6,0,434,0.00332093209327951,0
"2015-02-07 18:23:00",20.29,22.6,0,434,0.00332093209327951,0
"2015-02-07 18:23:59",20.29,22.65,0,435,0.00332831860297592,0
"2015-02-07 18:24:59",20.29,22.7,0,437,0.00333570528717845,0
"2015-02-07 18:26:00",20.29,22.7,0,437,0.00333570528717845,0
"2015-02-07 18:27:00",20.29,22.7,0,437,0.00333570528717845,0
"2015-02-07 18:28:00",20.29,22.7,0,436,0.00333570528717845,0
"2015-02-07 18:29:00",20.29,22.745,0,438,0.0033423534521686,0
"2015-02-07 18:29:59",20.29,22.79,0,428,0.00334900175851823,0
"2015-02-07 18:30:59",20.29,22.79,0,433,0.00334900175851823,0
"2015-02-07 18:32:00",20.29,22.79,0,435,0.00334900175851823,0
"2015-02-07 18:33:00",20.29,22.89,0,439.5,0.00336377627875311,0
"2015-02-07 18:34:00",20.29,22.89,0,438.5,0.00336377627875311,0
"2015-02-07 18:35:00",20.29,22.89,0,440,0.00336377627875311,0
"2015-02-07 18:36:00",20.29,23,0,438,0.00338002905736888,0
"2015-02-07 18:36:59",20.2,22.89,0,437,0.00334501033919613,0
"2015-02-07 18:38:00",20.29,23,0,435.5,0.00338002905736888,0
"2015-02-07 18:39:00",20.245,22.9725,0,436,0.00336653702317086,0
"2015-02-07 18:40:00",20.26,22.9966666666667,0,435.25,0.00337324142751268,0
"2015-02-07 18:40:59",20.2,23,0,432,0.00336117195896949,0
"2015-02-07 18:42:00",20.245,23.05,0,436,0.00337795604810557,0
"2015-02-07 18:42:59",20.245,23.05,0,441,0.00337795604810557,0
"2015-02-07 18:43:59",20.2,23,0,437,0.00336117195896949,0
"2015-02-07 18:45:00",20.2,23.1,0,438,0.00337586506550852,0
"2015-02-07 18:46:00",20.2,23.1,0,436,0.00337586506550852,0
"2015-02-07 18:47:00",20.2,23.23,0,438,0.00339496713624954,0
"2015-02-07 18:48:00",20.2,23.2,0,435,0.00339055886250441,0
"2015-02-07 18:49:00",20.2,23.29,0,441,0.00340378387018154,0
"2015-02-07 18:49:59",20.2,23.29,0,436,0.00340378387018154,0
"2015-02-07 18:51:00",20.1,23.29,0,434.5,0.00338267464632764,0
"2015-02-07 18:52:00",20.15,23.29,0,438,0.00339321479163625,0
"2015-02-07 18:53:00",20.15,23.29,0,439,0.00339321479163625,0
"2015-02-07 18:53:59",20.2,23.3566666666667,0,440,0.00341358053278282,0
"2015-02-07 18:55:00",20.15,23.29,0,441.5,0.00339321479163625,0
"2015-02-07 18:55:59",20.15,23.34,0,439.5,0.00340053932116234,0
"2015-02-07 18:56:59",20.2,23.39,0,439,0.00341847897917952,0
"2015-02-07 18:58:00",20.1,23.34,0,436.5,0.00338997630076753,0
"2015-02-07 18:59:00",20.2,23.34,0,433,0.00341113133835882,0
"2015-02-07 19:00:00",20.1,23.39,0,439,0.00339727812571033,0
"2015-02-07 19:01:00",20.2,23.4633333333333,0,439.333333333333,0.00342925583135537,0
"2015-02-07 19:01:59",20.2,23.445,0,435,0.00342656158349271,0
"2015-02-07 19:02:59",20.15,23.55,0,438.5,0.00343130421878666,0
"2015-02-07 19:04:00",20.15,23.5,0,441,0.00342397896862601,0
"2015-02-07 19:05:00",20.15,23.6,0,441,0.00343862964054265,0
"2015-02-07 19:06:00",20.15,23.65,0,442,0.0034459552339,0
"2015-02-07 19:07:00",20.15,23.65,0,440,0.0034459552339,0
"2015-02-07 19:08:00",20.15,23.6,0,440,0.00343862964054265,0
"2015-02-07 19:08:59",20.2,23.745,0,444,0.00347065219389873,0
"2015-02-07 19:09:59",20.2,23.7,0,443,0.00346403820604018,0
"2015-02-07 19:11:00",20.15,23.7,0,441.5,0.00345328099886475,0
"2015-02-07 19:12:00",20.2,23.7,0,440.5,0.00346403820604018,0
"2015-02-07 19:13:00",20.15,23.895,0,440,0.00348185312204922,0
"2015-02-07 19:14:00",20.15,24,0,442,0.0034972391927462,0
"2015-02-07 19:14:59",20.1,24.05,0,434.5,0.0034936781973234,0
"2015-02-07 19:15:59",20.1333333333333,24.0333333333333,0,437.666666666667,0.00349849372433744,0
"2015-02-07 19:17:00",20.1,24.0666666666667,0,441.666666666667,0.00349611292727846,0
"2015-02-07 19:18:00",20.1,24,0,436,0.00348637412118249,0
"2015-02-07 19:19:00",20.1,24.15,0,440,0.0035082868613744,0
"2015-02-07 19:20:00",20.1,24.1,0,445,0.00350098244405205,0
"2015-02-07 19:21:00",20.1,24.1,0,441,0.00350098244405205,0
"2015-02-07 19:21:59",20.1,24.2,0,443,0.00351559144929644,0
"2015-02-07 19:23:00",20.1,24.1,0,438.5,0.00350098244405205,0
"2015-02-07 19:24:00",20.2,24.1,0,439,0.00352283411405765,0
"2015-02-07 19:25:00",20.1,24,0,444,0.00348637412118249,0
"2015-02-07 19:25:59",20.1,24.05,0,438.5,0.0034936781973234,0
"2015-02-07 19:27:00",20.1,24.2,0,439,0.00351559144929644,0
"2015-02-07 19:27:59",20.1,24.15,0,437,0.0035082868613744,0
"2015-02-07 19:28:59",20.1,24.2,0,435.333333333333,0.00351559144929644,0
"2015-02-07 19:30:00",20.1,24.2,0,440,0.00351559144929644,0
"2015-02-07 19:31:00",20.1,24.2,0,435,0.00351559144929644,0
"2015-02-07 19:32:00",20.05,24.2,0,440,0.00350466483040947,0
"2015-02-07 19:33:00",20.1,24.245,0,439.5,0.00352216572429394,0
"2015-02-07 19:34:00",20.1,24.245,0,445,0.00352216572429394,0
"2015-02-07 19:34:59",20.05,24.245,0,442,0.00351121855756207,0
"2015-02-07 19:36:00",20.0666666666667,24.29,0,441,0.00352142498332395,0
"2015-02-07 19:37:00",20,24.3233333333333,0,441.5,0.00351167439325981,0
"2015-02-07 19:38:00",20.1,24.39,0,440,0.0035433504393747,0
